日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-04-13,399006.SZ,创业板指,3476.44,3290.09,3290.09,5.66,YES,1,8
2026-04-13,000688.SH,科创50,1375.29,1314.97,1314.97,4.59,YES,2,8
2026-04-13,399001.SZ,深证成指,14407.86,13812.99,13812.99,4.31,YES,3,8
2026-04-13,000852.SH,中证1000,8025.57,7799.31,7799.31,2.9,YES,4,8
2026-04-13,000985.SH,中证全指,6103.84,5963.7,5963.7,2.35,YES,5,8
2026-04-13,000300.SH,沪深300,4646.15,4540.04,4540.04,2.34,YES,6,8
2026-04-13,000905.SH,中证500,7967.7,7786.68,7786.68,2.32,YES,7,8
2026-04-13,000001.SH,上证指数,3988.56,3948.98,3948.98,1.0,YES,8,8
2026-04-13,000016.SH,上证50,2899.47,2873.37,2873.37,0.91,YES,9,8
2026-04-13,931787.SH,港股创新药,1378.52,1303.93,1303.93,5.72,YES,1,1
2026-04-13,801081.SI,半导体,7665.86,7253.29,7253.29,5.69,YES,2,8
2026-04-13,000813.SH,细分化工,4212.04,4077.28,4077.28,3.31,YES,3,8
2026-04-13,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,4,8
2026-04-13,399975.SZ,证券公司,756.15,742.81,742.81,1.8,YES,5,8
2026-04-13,399989.SZ,中证医疗,6662.92,6595.09,6595.09,1.03,YES,6,1
2026-04-13,000941.SH,新能源,2779.4,2752.78,2752.78,0.97,YES,7,8
2026-04-13,801741.SI,商业航天,32592.06,32634.14,32634.14,-0.13,NO,8,1
2026-04-13,000922.SH,中证红利,5688.09,5741.74,5741.74,-0.93,NO,9,1
2026-04-13,931775.SH,房地产,2711.78,2741.72,2741.72,-1.09,NO,10,1
2026-04-13,801738.SI,电网设备,6479.17,6596.67,6596.67,-1.78,NO,11,1
2026-04-13,399998.SZ,中证煤炭,2319.08,2391.9,2391.9,-3.04,NO,12,1
2026-04-13,801735.SI,光伏设备,6930.84,7193.87,7193.87,-3.66,NO,13,1
