日期,代码,名称,当前价格,MA20,临界值,偏离度(%),信号状态,趋势强度,持续天数
2026-03-27,399006.SZ,创业板指,3295.88,3281.15,3281.15,0.45,YES,1,8
2026-03-27,399001.SZ,深证成指,13760.37,14028.14,14028.14,-1.91,NO,2,1
2026-03-27,000300.SH,沪深300,4502.57,4608.73,4608.73,-2.3,NO,3,1
2026-03-27,000001.SH,上证指数,3913.72,4039.43,4039.43,-3.11,NO,4,1
2026-03-27,000985.SH,中证全指,5922.21,6114.44,6114.44,-3.14,NO,5,1
2026-03-27,000016.SH,上证50,2837.31,2934.93,2934.93,-3.33,NO,6,1
2026-03-27,000852.SH,中证1000,7746.31,8038.45,8038.45,-3.63,NO,7,1
2026-03-27,000905.SH,中证500,7737.61,8083.55,8083.55,-4.28,NO,8,1
2026-03-27,000688.SH,科创50,1300.76,1362.51,1362.51,-4.53,NO,9,1
2026-03-27,931787.SH,港股创新药,1297.96,1260.9,1260.9,2.94,YES,1,1
2026-03-27,000941.SH,新能源,2857.56,2796.38,2796.38,2.19,YES,2,8
2026-03-27,801192.SI,有色金属,3671.03,3594.75,3594.75,2.12,YES,3,8
2026-03-27,399998.SZ,中证煤炭,2449.93,2445.44,2445.44,0.18,YES,4,8
2026-03-27,801735.SI,光伏设备,7493.08,7591.01,7591.01,-1.29,NO,5,1
2026-03-27,000922.SH,中证红利,5742.45,5833.41,5833.41,-1.56,NO,6,1
2026-03-27,399989.SZ,中证医疗,6519.26,6639.83,6639.83,-1.82,NO,7,2
2026-03-27,000813.SH,细分化工,4093.99,4234.78,4234.78,-3.32,NO,8,1
2026-03-27,801081.SI,半导体,7156.83,7444.62,7444.62,-3.87,NO,9,1
2026-03-27,931775.SH,房地产,2741.13,2869.51,2869.51,-4.47,NO,10,1
2026-03-27,801738.SI,电网设备,6639.22,7001.64,7001.64,-5.18,NO,11,1
2026-03-27,399975.SZ,证券公司,732.23,772.49,772.49,-5.21,NO,12,1
2026-03-27,801741.SI,商业航天,31828.67,35428.07,35428.07,-10.16,NO,13,1
